 APC/C,13,12,11,9,6,,,
 CDKB1;1,13,12,11,10,8,7,5,
 CYCA2;3,12,11,1,,,,,
 CYCB1;1,13,12,11,10,8,7,5,1
 CYCD3;1,14,,,,,,,
 E2Fa,8,6,3,2,,,,
 E2Fb,13,6,,,,,,
 E2Fc,14,13,11,10,6,5,,
 E2Fe,13,12,10,8,7,5,,
 KRP1,14,12,11,3,2,,,
 MYB3R1/4,12,11,10,4,,,,
 MYB77,13,10,7,5,,,,
 RBR,13,11,10,6,5,,,
 SCF,13,11,10,7,5,1,,
